phi1,phi2,phi3,Sbar1,Sbar2,Sbar3
0.01,0.18,0.81,0.8252841131652963,0.8575789288510314,0.8741971976830316
0.01,0.19,0.8,0.8244200800487667,0.8568605782205355,0.8735564270760512
0.01,0.2,0.79,0.8235601119340347,0.8561454576740548,0.8729184710122232
0.01,0.21,0.78,0.8227041657359611,0.855433533302045,0.872283300075927
0.01,0.22,0.77,0.821852199896536,0.8547247724306686,0.8716508859391612
0.01,0.23,0.76,0.8210041723244105,0.85401914190866,0.8710211998333718
0.01,0.24,0.75,0.820160042317056,0.8533166097069638,0.8703942139770238
0.01,0.25,0.74,0.8193197693641925,0.8526171439239638,0.8697699006882706
0.01,0.26,0.73,0.818483314173645,0.8519207136400541,0.869148233147972
0.01,0.27,0.72,0.8176506377481879,0.8512272881500116,0.8685291847149021
0.01,0.28,0.71,0.8168217015763027,0.8505368371223349,0.8679127290681996
0.01,0.29,0.7,0.8159964682237861,0.8498493310927555,0.8672988406483082
0.01,0.3,0.69,0.8151749000257509,0.8491647403752894,0.8666874936849558
0.01,0.31,0.68,0.8143569606125405,0.8484830363341016,0.8660786633330922
0.01,0.32,0.67,0.8135426139095739,0.8478041905509347,0.8654723249297557
0.01,0.33,0.66,0.8127318242272494,0.8471281749004841,0.8648684540615766
0.01,0.34,0.65,0.8119245566285819,0.8464549618574947,0.8642670268393458
0.01,0.35,0.64,0.8111207766609903,0.8457845242737982,0.863668019699133
0.01,0.36,0.63,0.8103204504546829,0.8451168354609525,0.8630714094763686
0.01,0.37,0.62,0.8095235447686058,0.844451869229211,0.8624771734409392
0.01,0.38,0.61,0.8087300259069619,0.8437895989838223,0.861885288489776
0.01,0.39,0.6,0.8079398621057512,0.8431299997171865,0.8612957329274353
0.01,0.4,0.59,0.8071530212169524,0.8424730460768431,0.8607084847397528
0.01,0.41,0.58,0.8063694716367847,0.8418187131405469,0.8601235222866912
0.01,0.42,0.57,0.8055891820665738,0.8411669762170828,0.8595408241244925
0.01,0.43,0.56,0.8048121222688345,0.8405178114783406,0.8589603695710379
0.01,0.44,0.55,0.8040382617931825,0.8398711948955988,0.8583821377550099
0.01,0.45,0.54,0.803267570651967,0.8392271028041758,0.8578061081208693
0.01,0.46,0.53,0.8025000205195263,0.8385855129064654,0.857232261326237
0.01,0.47,0.52,0.8017355816686307,0.8379464017118389,0.8566605769524163
0.01,0.48,0.51,0.8009742253420649,0.8373097465189726,0.8560910352773791
0.01,0.49,0.5,0.800215923721891,0.8366755253910234,0.8555236172539409
0.01,0.5,0.49,0.7994606491580158,0.8360437165110902,0.8549583039334046
0.01,0.51,0.48,0.7987083741028521,0.8354142981277792,0.8543950764169455
0.01,0.52,0.47,0.7979590718100177,0.8347872491401436,0.8538339163791862
0.01,0.53,0.46,0.7972127156294212,0.834162548508344,0.8532748055410286
0.01,0.54,0.45,0.7964692791071839,0.8335401753374792,0.8527177257447636
0.01,0.55,0.44,0.7957287366737501,0.832920109454053,0.8521626594702374
0.01,0.56,0.43,0.7949910624699245,0.8323023304235082,0.8516095889555952
0.01,0.57,0.42,0.7942562314888674,0.8316868185067438,0.8510584970536612
0.01,0.58,0.41,0.7935242187417021,0.8310735539617642,0.8505093666069208
0.01,0.59,0.4,0.7927949999134896,0.8304625175934932,0.8499621809399427
0.01,0.6,0.39,0.79206855055436,0.8298536900764152,0.8494169232529819
0.01,0.61,0.38,0.791344847071378,0.8292470527860516,0.8488735773667259
0.01,0.62,0.37,0.7906238657018544,0.8286425869388527,0.8483321269521423
0.01,0.63,0.36,0.7899055830679511,0.8280402740572513,0.8477925559470787
0.01,0.64,0.35,0.7891899764006957,0.8274400961579327,0.8472548487251055
0.01,0.65,0.34,0.7884770230697055,0.8268420353578472,0.8467189897427247
0.01,0.66,0.33,0.7877667005767156,0.8262460738689592,0.8461849635347395
0.01,0.67,0.32,0.7870589868109411,0.8256521942127281,0.8456527549065431
0.01,0.68,0.31,0.7863538601051755,0.8250603792675597,0.8451223489768066
0.01,0.69,0.3,0.7856512987986678,0.824470611902233,0.8445937308490742
0.01,0.7,0.29,0.7849512817194823,0.8238828753810012,0.8440668859749381
0.01,0.71,0.28,0.7842537878207452,0.8232971530585347,0.8435417998807389
0.01,0.72,0.27,0.7835587964588318,0.8227134286137504,0.8430184583772826
0.01,0.73,0.26,0.7828662870918649,0.8221316857968785,0.8424968473332005
0.01,0.74,0.25,0.7821762396677335,0.8215519087556419,0.8419769529675086
0.01,0.75,0.24,0.7814886338840309,0.8209740814137182,0.8414587612923785
0.01,0.76,0.23,0.780803450333488,0.8203981884334302,0.8409422589765241
0.01,0.77,0.22,0.7801206694698559,0.8198242143470672,0.8404274325663244
0.01,0.78,0.21,0.7794402720367541,0.8192521439174419,0.8399142688092432
0.01,0.79,0.2,0.778762239065916,0.818681962136686,0.8394027546528646
0.01,0.8,0.19,0.7780865517438716,0.8181136541143752,0.8388928771446322
0.01,0.81,0.18,0.7774131915586351,0.817547205201106,0.8383846235428049
0.01,0.82,0.17,0.7767421401838558,0.8169826008912884,0.8378779812293438
0.01,0.83,0.16,0.7760733795547367,0.8164198268872249,0.8373729377675003
0.01,0.84,0.15,0.7754068915910421,0.8158588688661976,0.8368694806928736
0.01,0.85,0.14,0.7747426588622407,0.8152997130404784,0.8363675980160943
0.01,0.86,0.13,0.7740806638182162,0.8147423455100874,0.8358672776420334
0.01,0.87,0.12,0.77342088921764,0.8141867526235164,0.8353685076936261
0.01,0.88,0.11,0.7727633178389864,0.8136329207345826,0.8348712762936821
0.01,0.89,0.1,0.7721079329944098,0.8130808366354091,0.8343755719536887
0.01,0.9,0.09,0.7714547181594844,0.8125304872448701,0.8338813832942273
0.01,0.91,0.08,0.7708036566575042,0.8119818593427012,0.8333886988062527
0.01,0.92,0.07,0.7701547322307534,0.8114349400509465,0.8328975072834707
0.01,0.93,0.06,0.7695079288121017,0.8108897166417496,0.8324077976498417
0.01,0.94,0.05,0.7688632303547279,0.8103461763939601,0.8319195588308473
0.01,0.95,0.04,0.7682206213390239,0.8098043070206641,0.831432780137592
0.01,0.96,0.03,0.7675800861572796,0.8092640961506118,0.8309474508010772
0.01,0.97,0.02,0.7669416094389725,0.8087255316026054,0.8304635602187306
0.01,0.98,0.01,0.7663051758898464,0.8081886012499305,0.8299810978326742
0.01,0.99,0.0,0.7656707705686796,0.8076532932540044,0.8295000533397344
0.02,0.0,0.98,0.8386386315630158,0.8686627629806173,0.8840755408891188
0.02,0.01,0.97,0.8377097468689695,0.8678929659064014,0.8833899791986146
0.02,0.02,0.96,0.8367856368830822,0.8671269563682236,0.8827077151380451
0.02,0.03,0.95,0.8358662465257265,0.8663646910917141,0.8820287111999554
0.02,0.04,0.94,0.8349515212791953,0.8656061272213624,0.8813529302297213
0.02,0.05,0.93,0.8340414094528598,0.8648512242004107,0.8806803371009118
0.02,0.06,0.92,0.8331358586411207,0.8640999408347618,0.8800108961001565
0.02,0.07,0.91,0.8322348177434524,0.8633522369690866,0.8793445724207324
0.02,0.08,0.9,0.8313382361189968,0.862608072786522,0.8786813315390134
0.02,0.09,0.89,0.8304460657444989,0.8618674106010308,0.8780211408124703
0.02,0.1,0.88,0.8295582563928948,0.8611302108560773,0.8773639659136515
0.02,0.11,0.87,0.8286747614003338,0.860396436913161,0.8767097750988222
0.02,0.12,0.86,0.8277955335275314,0.8596660516168422,0.8760585361465526
0.02,0.13,0.85,0.8269205266574203,0.8589390187051865,0.8754102176153933
0.02,0.14,0.84,0.8260496954743459,0.8582153025443617,0.8747647886076996
0.02,0.15,0.83,0.8251829953406163,0.8574948680269459,0.8741222186793296
0.02,0.16,0.82,0.8243203821410818,0.8567776804435183,0.8734824777254477
0.02,0.17,0.81,0.8234618129433371,0.856063706032411,0.8728455364712734
0.02,0.18,0.8,0.8226072451159905,0.8553529112474875,0.8722113658193013
0.02,0.19,0.79,0.82175663682472,0.8546452631713417,0.8715799372182105
0.02,0.2,0.78,0.820909947042342,0.853940729524571,0.8709512226715242
0.02,0.21,0.77,0.8200671351682577,0.853239278349912,0.8703251944560803
0.02,0.22,0.76,0.8192281612360154,0.8525408781856022,0.8697018252770121
0.02,0.23,0.75,0.8183929862417395,0.8518454983395963,0.8690810885128574
0.02,0.24,0.74,0.8175615713058749,0.8511531081924109,0.8684629575935756
0.02,0.25,0.73,0.8167338785636976,0.8504636779392407,0.86784740666329
0.02,0.26,0.72,0.815909870705124,0.8497771782075578,0.8672344102392603
0.02,0.27,0.71,0.8150895103416913,0.8490935795302076,0.8666239427415979
0.02,0.28,0.7,0.8142727615868806,0.8484128536627762,0.8660159796699127
0.02,0.29,0.69,0.8134595886425237,0.8477349724064863,0.865410496552494
0.02,0.3,0.68,0.8126499561498249,0.847059907901136,0.8648074692080959
0.02,0.31,0.67,0.8118438295594781,0.8463876329343134,0.8642068740224174
0.02,0.32,0.66,0.8110411745916867,0.8457181204917636,0.8636086875467084
0.02,0.33,0.65,0.8102419576765415,0.845051344125197,0.8630128868265969
0.02,0.34,0.64,0.8094461455618819,0.8443872776257647,0.8624194491105945
0.02,0.35,0.63,0.8086537055109113,0.8437258951894095,0.861828351998052
0.02,0.36,0.62,0.8078646054273683,0.8430671715219245,0.8612395735333069
0.02,0.37,0.61,0.8070788135783752,0.8424110816081821,0.8606530919996718
0.02,0.38,0.6,0.8062962985469786,0.8417576006729227,0.8600688858845572
0.02,0.39,0.59,0.8055170298970586,0.8411067047365675,0.859486934376599
0.02,0.4,0.58,0.804740976703865,0.840458369388388,0.8589072162690196
0.02,0.41,0.57,0.803968109071766,0.8398125710545681,0.8583297110935152
0.02,0.42,0.56,0.803198397927873,0.8391692868266565,0.8577543989672444
0.02,0.43,0.55,0.8024318136958329,0.8385284933536472,0.857181259602169
0.02,0.44,0.54,0.801668327930699,0.8378901682086828,0.8566102735275024
0.02,0.45,0.53,0.8009079123031028,0.8372542890405239,0.8560414213310295
0.02,0.46,0.52,0.8001505387694755,0.8366208337161335,0.85547468378676
0.02,0.47,0.51,0.7993961798118144,0.8359897805216014,0.8549100420348582
0.02,0.48,0.5,0.7986448084710986,0.8353611081906258,0.8543474776073552
0.02,0.49,0.49,0.7978963977839396,0.8347347954335655,0.8537869720068979
0.02,0.5,0.48,0.7971509210525366,0.8341108211635133,0.8532285069091343
0.02,0.51,0.47,0.7964083533997205,0.8334891657985585,0.8526720653285462
0.02,0.52,0.46,0.7956686679395139,0.8328698080565137,0.852117628749691
0.02,0.53,0.45,0.7949318396496605,0.8322527281969141,0.8515651800291135
0.02,0.54,0.44,0.7941978435639828,0.8316379065082699,0.851014702041532
0.02,0.55,0.43,0.7934666549675043,0.8310253234716838,0.8504661778264055
0.02,0.56,0.42,0.7927382494446483,0.8304149598015226,0.8499195906244765
0.02,0.57,0.41,0.7920126031559319,0.82980679667765,0.8493749240859008
0.02,0.58,0.4,0.7912896922572884,0.8292008152591536,0.8488321618349137
0.02,0.59,0.39,0.7905694934771575,0.8285969971682996,0.848291287903385
0.02,0.6,0.38,0.7898519834729486,0.8279953239513589,0.847752286248009
0.02,0.61,0.37,0.7891371396038577,0.8273957777268578,0.8472151413311152
0.02,0.62,0.36,0.7884249392500515,0.826798340615024,0.8466798376096976
0.02,0.63,0.35,0.7877153604588977,0.8262029952801223,0.8461463600214455
0.02,0.64,0.34,0.7870083808957696,0.8256097240505045,0.8456146931963855
0.02,0.65,0.33,0.7863039791682865,0.825018510029945,0.8450848224528487
0.02,0.66,0.32,0.7856021338223705,0.8244293362555707,0.8445567330430127
0.02,0.67,0.31,0.7849028236153504,0.8238421859272033,0.8440304103585008
0.02,0.68,0.3,0.7842060280803482,0.8232570428815782,0.8435058403556228
0.02,0.69,0.29,0.7835117262500358,0.8226738905209598,0.8429830085950551
0.02,0.7,0.28,0.7828198978366963,0.8220927128042451,0.8424619011304003
0.02,0.71,0.27,0.7821305229132748,0.821513493979522,0.8419425042686057
0.02,0.72,0.26,0.781443581671929,0.8209362183814768,0.8414248043884129
0.02,0.73,0.25,0.780759054330467,0.820360870352895,0.8409087878700133
0.02,0.74,0.24,0.7800769215923797,0.8197874346315001,0.8403944414420692
0.02,0.75,0.23,0.7793971643567407,0.8192158961064315,0.8398817519634393
0.02,0.76,0.22,0.7787197638786336,0.8186462399533663,0.8393707065444882
0.02,0.77,0.21,0.7780447013960093,0.8180784513209606,0.8388612922658896
0.02,0.78,0.2,0.7773719583560333,0.8175125155213185,0.8383534963495501
0.02,0.79,0.19,0.7767015168248576,0.8169484183750034,0.8378473064683045
0.02,0.8,0.18,0.7760333586242449,0.8163861454849219,0.8373427100944757
0.02,0.81,0.17,0.7753674659249311,0.8158256827356568,0.8368396949479847
0.02,0.82,0.16,0.7747038212840603,0.8152670163252856,0.8363382490250433
0.02,0.83,0.15,0.7740424072559801,0.8147101324379861,0.8358383603043965
0.02,0.84,0.14,0.7733832067326628,0.8141550175307755,0.8353400170047676
0.02,0.85,0.13,0.772726202849802,0.813601658254704,0.8348432075142248
0.02,0.86,0.12,0.7720713787340413,0.8130500412421249,0.8343479201992645
0.02,0.87,0.11,0.7714187176125009,0.8125001531990212,0.8338541434877332
0.02,0.88,0.1,0.7707682034908109,0.8119519814765314,0.8333618663821475
0.02,0.89,0.09,0.7701198200932922,0.811405513178238,0.8328710776581721
0.02,0.9,0.08,0.7694735511688982,0.8108607354179287,0.832381766096073
0.02,0.91,0.07,0.7688293812780015,0.8103176359830503,0.8318939210767196
0.02,0.92,0.06,0.768187294387358,0.8097762021504411,0.8314075315179433
0.02,0.93,0.05,0.7675472754616163,0.8092364220283137,0.830922587080067
0.02,0.94,0.04,0.7669093087490825,0.8086982831108814,0.8304390768675325
0.02,0.95,0.03,0.7662733794368751,0.8081617736744016,0.8299569906831705
0.02,0.96,0.02,0.7656394724095575,0.8076268817303158,0.8294763180877265
0.02,0.97,0.01,0.765007573068712,0.8070935957168066,0.8289970490213132
0.02,0.98,0.0,0.7643776667063136,0.806561903970226,0.8285191733284959
0.03,0.0,0.97,0.8357466438868665,0.8662655163862311,0.881940363742038
0.03,0.01,0.96,0.834833619964864,0.8655083418638365,0.8812658109094557
0.03,0.02,0.95,0.8339251823136017,0.8647548063646648,0.8805944267775859
0.03,0.03,0.94,0.8330212795164814,0.8640048694962762,0.8799261763391526
0.03,0.04,0.93,0.8321218604118136,0.8632584910343205,0.8792610247179505
0.03,0.05,0.92,0.8312268770061598,0.8625156333414571,0.8785989393250775
0.03,0.06,0.91,0.8303362787439301,0.8617762566125506,0.8779398856218106
0.03,0.07,0.9,0.8294500183130895,0.8610403236941171,0.8772838314152616
0.03,0.08,0.89,0.8285680482077727,0.8603077972322136,0.8766307443168122
0.03,0.09,0.88,0.827690322221789,0.8595786409133552,0.8759805928486549
0.03,0.1,0.87,0.8268167946004847,0.8588528187611053,0.8753333458171022
0.03,0.11,0.86,0.8259474202680739,0.8581302953256618,0.8746889724819427
0.03,0.12,0.85,0.8250821553610738,0.8574110361281524,0.8740474429530973
0.03,0.13,0.84,0.8242209554220807,0.8566950061600074,0.8734087268525086
0.03,0.14,0.83,0.8233637790576865,0.8559821729249283,0.8727727960279305
0.03,0.15,0.82,0.8225105828276927,0.8552725021902671,0.8721396207633334
0.03,0.16,0.81,0.8216613269370858,0.8545659627214058,0.8715091740029118
0.03,0.17,0.8,0.8208159691344107,0.853862521207266,0.8708814268238794
0.03,0.18,0.79,0.8199744697078951,0.8531621464170732,0.87025635214565
0.03,0.19,0.78,0.8191367892430903,0.8524648073358456,0.8696339230665733
0.03,0.2,0.77,0.8183028884590927,0.8517704730284531,0.8690141127427621
0.03,0.21,0.76,0.8174727300105166,0.8510791141407561,0.8683968957284364
0.03,0.22,0.75,0.8166462754997498,0.850390700412458,0.8677822457559599
0.03,0.23,0.74,0.8158234880303696,0.8497052028039624,0.86717013763476
0.03,0.24,0.73,0.8150043307621992,0.8490225922935983,0.8665605461777892
0.03,0.25,0.72,0.8141887677790115,0.8483428406011175,0.8659534468478092
0.03,0.26,0.71,0.8133767642032197,0.8476659202842463,0.8653488158440428
0.03,0.27,0.7,0.8125682844903676,0.8469918033174961,0.8647466288330092
0.03,0.28,0.69,0.8117632944143264,0.8463204627475299,0.8641468624272913
0.03,0.29,0.68,0.810961760083721,0.8456518718738857,0.863549493454039
0.03,0.3,0.67,0.810163648102182,0.8449860043831086,0.8629544990750093
0.03,0.31,0.66,0.8093689257329473,0.8443228344866686,0.8623618569100587
0.03,0.32,0.65,0.8085775602757503,0.8436623364015208,0.8617715445731698
0.03,0.33,0.64,0.8077895196336062,0.8430044848234657,0.8611835400956389
0.03,0.34,0.63,0.8070047730805127,0.8423492555688339,0.8605978224999828
0.03,0.35,0.62,0.8062232892106822,0.8416966238629255,0.8600143702702772
0.03,0.36,0.61,0.8054450371828304,0.841046565379016,0.8594331622809617
0.03,0.37,0.6,0.8046699869550771,0.8403990564351996,0.8588541779731124
0.03,0.38,0.59,0.8038981090730828,0.8397540738181044,0.8582773971971216
0.03,0.39,0.58,0.8031293738978159,0.839111594138014,0.8577027996361822
0.03,0.4,0.57,0.8023637527325149,0.8384715947709769,0.8571303656489558
0.03,0.41,0.56,0.8016012170624187,0.8378340532239636,0.8565600757020466
0.03,0.42,0.55,0.8008417388666138,0.8371989473959234,0.85599191060366
0.03,0.43,0.54,0.8000852903065063,0.8365662553176962,0.8554258512711106
0.03,0.44,0.53,0.7993318440928008,0.8359359554592898,0.85486187900588
0.03,0.45,0.52,0.7985813731516906,0.8353080264510848,0.854299975244357
0.03,0.46,0.51,0.7978338512610648,0.8346824476165773,0.8537401220347444
0.03,0.47,0.5,0.797089252281285,0.8340591983292227,0.8531823014617289
0.03,0.48,0.49,0.7963475497393295,0.8334382576644144,0.852626495335016
0.03,0.49,0.48,0.7956087185882947,0.8328196058727538,0.8520726865081623
0.03,0.5,0.47,0.7948727335103679,0.8322032229598691,0.851520857607601
0.03,0.51,0.46,0.7941395697431185,0.8315890893784995,0.8509709916522696
0.03,0.52,0.45,0.7934092026156473,0.8309771856403596,0.8504230717062687
0.03,0.53,0.44,0.7926816081286531,0.8303674928024118,0.8498770813144103
0.03,0.54,0.43,0.7919567624447663,0.8297599920402701,0.8493330041204029
0.03,0.55,0.42,0.79123464184535,0.8291546646121887,0.8487908238346835
0.03,0.56,0.41,0.7905152231539929,0.8285514922143311,0.8482505245527361
0.03,0.57,0.4,0.7897984836117741,0.8279504568766509,0.8477120906620302
0.03,0.58,0.39,0.7890844002611095,0.8273515404464598,0.8471755063794845
